genotype,replicate,time,value,file,sheet,assay
WT,1,0.022959816666666667,268.865298,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,2,0.022959816666666667,227.878147,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,3,0.022959816666666667,139.9619,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,4,0.022959816666666667,101.882691,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,5,0.022959816666666667,121.2,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,6,0.022959816666666667,59.69,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,7,0.022959816666666667,77.02,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,8,0.022959816666666667,47.48,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,1,0.022959816666666667,271.090532,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,2,0.022959816666666667,162.010653,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,3,0.022959816666666667,138.2117,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,4,0.022959816666666667,105.668867,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,7,0.022959816666666667,143.17,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,8,0.022959816666666667,91.64,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,9,0.022959816666666667,60.16,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,10,0.022959816666666667,67.55,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,1,0.16464841666666666,246.46676,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,2,0.16464841666666666,206.159266,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,3,0.16464841666666666,126.9793,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,4,0.16464841666666666,94.068615,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,5,0.16464841666666666,516.03,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,6,0.16464841666666666,178.32,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,7,0.16464841666666666,294.31,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,8,0.16464841666666666,103.37,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,1,0.16464841666666666,244.73593,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,2,0.16464841666666666,152.479176,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,3,0.16464841666666666,118.1053,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,4,0.16464841666666666,93.396224,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,7,0.16464841666666666,495.9,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,8,0.16464841666666666,414.97,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,9,0.16464841666666666,231.79,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,10,0.16464841666666666,121.74,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,1,0.3061605,237.619168,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,2,0.3061605,196.573419,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,3,0.3061605,122.532,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,4,0.3061605,90.5009793,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,5,0.3061605,69.71,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,6,0.3061605,51.2,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,7,0.3061605,41.01,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,8,0.3061605,26.37,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,1,0.3061605,241.314085,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,2,0.3061605,148.868564,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,3,0.3061605,109.1732,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,4,0.3061605,89.059282,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,7,0.3061605,88.66,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,8,0.3061605,46.02,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,9,0.3061605,45.3,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,10,0.3061605,54.19,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,1,0.4494995,180.854101,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,2,0.4494995,168.598779,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,3,0.4494995,87.98568,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,4,0.4494995,65.2448483,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,5,0.4494995,394.82,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,6,0.4494995,118.63,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,7,0.4494995,217.29,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,8,0.4494995,55.88,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,1,0.4494995,163.286874,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,2,0.4494995,130.123163,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,3,0.4494995,71.15937,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,4,0.4494995,54.5171833,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,7,0.4494995,352.73,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,8,0.4494995,323.34,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,9,0.4494995,171.63,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,10,0.4494995,54.19,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,1,0.5910413333333333,167.909834,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,2,0.5910413333333333,154.049351,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,3,0.5910413333333333,81.52278,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,4,0.5910413333333333,64.1265213,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,5,0.5910413333333333,51.5,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,6,0.5910413333333333,8.49,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,7,0.5910413333333333,36.01,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,8,0.5910413333333333,21.11,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,1,0.5910413333333333,155.803832,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,2,0.5910413333333333,109.861809,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,3,0.5910413333333333,64.59562,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,4,0.5910413333333333,49.251118,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,7,0.5910413333333333,54.52,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,8,0.5910413333333333,45.61,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,9,0.5910413333333333,14.86,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,10,0.5910413333333333,27.74,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,1,0.7325858333333334,168.374738,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,2,0.7325858333333334,145.37217,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,3,0.7325858333333334,83.36788,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,4,0.7325858333333334,67.591518,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,5,0.7325858333333334,116.41,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,6,0.7325858333333334,136.88,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,7,0.7325858333333334,45.51,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,8,0.7325858333333334,43.02,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,1,0.7325858333333334,152.657318,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,2,0.7325858333333334,102.844981,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,3,0.7325858333333334,63.87617,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,4,0.7325858333333334,50.4001308,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,7,0.7325858333333334,98.14,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,8,0.7325858333333334,57.23,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,9,0.7325858333333334,49.02,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,10,0.7325858333333334,21.51,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,1,0.8758123333333334,632.439616,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,2,0.8758123333333334,315.198909,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,3,0.8758123333333334,339.8254,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,4,0.8758123333333334,146.382155,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,1,0.8758123333333334,594.040913,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,2,0.8758123333333334,472.203833,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,3,0.8758123333333334,280.8056,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,4,0.8758123333333334,143.251135,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,1,1.0173495000000001,625.539001,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,2,1.0173495000000001,306.84847,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,3,1.0173495000000001,298.3781,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,4,1.0173495000000001,141.065112,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,1,1.0173495000000001,547.19435,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,2,1.0173495000000001,400.021641,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,3,1.0173495000000001,266.0717,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,4,1.0173495000000001,135.75263,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,1,1.1589541666666667,614.27678,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,2,1.1589541666666667,305.712921,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,3,1.1589541666666667,281.0981,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,4,1.1589541666666667,137.035804,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,1,1.1589541666666667,520.904417,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,2,1.1589541666666667,380.241039,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,3,1.1589541666666667,254.0005,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,4,1.1589541666666667,130.867091,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,1,1.3023233333333333,117.786357,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,2,1.3023233333333333,148.560223,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,3,1.3023233333333333,45.53145,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,4,1.3023233333333333,45.733971,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,1,1.3023233333333333,98.141804,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,2,1.3023233333333333,60.5390495,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,3,1.3023233333333333,52.82536,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,4,1.3023233333333333,21.5067163,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,1,1.4439626666666667,122.214005,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,2,1.4439626666666667,146.311489,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,3,1.4439626666666667,46.82733,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,4,1.4439626666666667,43.0166443,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,1,1.4439626666666667,105.592501,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,2,1.4439626666666667,61.9518888,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,3,1.4439626666666667,51.26942,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,4,1.4439626666666667,23.3302455,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,1,1.5855981666666668,116.414322,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,2,1.5855981666666668,136.88225,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,3,1.5855981666666668,45.51396,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,4,1.5855981666666668,47.30248,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,1,1.5855981666666668,101.419136,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,2,1.5855981666666668,57.2314498,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,3,1.5855981666666668,49.01598,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
SUCNR1KO,4,1.5855981666666668,23.668242,aec8873_data_s4.xlsx,F4A,OCR_WT_vs_global_KO
WT,1,0.022959816666666667,24.0096074,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,2,0.022959816666666667,18.2429183,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,3,0.022959816666666667,6.082932,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,4,0.022959816666666667,5.30314933,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,1,0.022959816666666667,23.9528797,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,2,0.022959816666666667,12.9699115,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,3,0.022959816666666667,7.861555,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,4,0.022959816666666667,6.341174,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,1,0.16464841666666666,23.4028096,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,2,0.16464841666666666,16.811619,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,3,0.16464841666666666,6.059216,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,4,0.16464841666666666,5.03466667,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,1,0.16464841666666666,23.7524263,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,2,0.16464841666666666,12.1839263,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,3,0.16464841666666666,7.027151,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,4,0.16464841666666666,6.0339245,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,1,0.3061605,23.5638786,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,2,0.3061605,16.611808,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,3,0.3061605,5.823737,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,4,0.3061605,4.52461433,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,1,0.3061605,23.4359147,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,2,0.3061605,11.9153385,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,3,0.3061605,6.523383,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,4,0.3061605,5.4553825,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,1,0.4494995,25.3021048,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,2,0.4494995,17.616034,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,3,0.4494995,8.722573,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,4,0.4494995,6.797056,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,1,0.4494995,27.122907,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,2,0.4494995,13.0737873,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,3,0.4494995,10.41324,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,4,0.4494995,6.72838325,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,1,0.5910413333333333,20.9543004,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,2,0.5910413333333333,17.5893493,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,3,0.5910413333333333,8.19452,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,4,0.5910413333333333,5.54828067,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,1,0.5910413333333333,22.6109337,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,2,0.5910413333333333,13.3306288,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,3,0.5910413333333333,8.789569,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,4,0.5910413333333333,5.83422725,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,1,0.7325858333333334,17.808082,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,2,0.7325858333333334,19.162526,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,3,0.7325858333333334,7.1871,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,4,0.7325858333333334,4.51699567,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,1,0.7325858333333334,20.3366233,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,2,0.7325858333333334,12.575706,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,3,0.7325858333333334,7.502413,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,4,0.7325858333333334,4.68809525,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,1,0.8758123333333334,35.536058,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,2,0.8758123333333334,26.8854933,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,3,0.8758123333333334,12.71412,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,4,0.8758123333333334,8.23733033,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,1,0.8758123333333334,43.0345617,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,2,0.8758123333333334,25.3801438,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,3,0.8758123333333334,16.1551,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,4,0.8758123333333334,8.83398675,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,1,1.0173495000000001,33.9114864,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,2,1.0173495000000001,26.1271427,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,3,1.0173495000000001,12.27429,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,4,1.0173495000000001,8.172066,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,1,1.0173495000000001,38.9923337,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,2,1.0173495000000001,21.9105678,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,3,1.0173495000000001,14.84584,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,4,1.0173495000000001,8.71418725,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,1,1.1589541666666667,32.1495564,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,2,1.1589541666666667,23.840862,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,3,1.1589541666666667,11.27963,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,4,1.1589541666666667,7.340276,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,1,1.1589541666666667,36.5224093,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,2,1.1589541666666667,19.2990635,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,3,1.1589541666666667,12.89941,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,4,1.1589541666666667,8.16448325,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,1,1.3023233333333333,9.6921204,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,2,1.3023233333333333,16.2274123,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,3,1.3023233333333333,3.29303,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,4,1.3023233333333333,1.762545,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,1,1.3023233333333333,12.7758053,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,2,1.3023233333333333,5.401258,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,3,1.3023233333333333,2.940162,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,4,1.3023233333333333,2.239125,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,1,1.4439626666666667,8.7241272,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,2,1.4439626666666667,14.096462,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,3,1.4439626666666667,2.301748,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,4,1.4439626666666667,1.15303667,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,1,1.4439626666666667,10.3469533,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,2,1.4439626666666667,4.14434325,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,3,1.4439626666666667,2.420912,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,4,1.4439626666666667,1.536232,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,1,1.5855981666666668,8.1017296,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,2,1.5855981666666668,13.6682373,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,3,1.5855981666666668,1.924188,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
WT,4,1.5855981666666668,1.24374233,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,1,1.5855981666666668,9.52294367,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,2,1.5855981666666668,3.977506,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,3,1.5855981666666668,2.064371,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
SUCNR1KO,4,1.5855981666666668,1.66006425,aec8873_data_s4.xlsx,F4B,ECAR_WT_vs_global_KO
Sucnr1fl/fl,1,0.022959816666666667,378.2736,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,2,0.022959816666666667,407.339323,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,3,0.022959816666666667,302.075958,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,4,0.022959816666666667,203.17,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,5,0.022959816666666667,239.5,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Sucnr1fl/fl,6,0.022959816666666667,153.95,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,1,0.022959816666666667,381.582479,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,2,0.022959816666666667,387.4824,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
Hep-Sucnr1 KO,3,0.022959816666666667,350.526697,aec8873_data_s4.xlsx,F4C,OCR_liver_KO
